PC1,PC2,Class
-2.7194454210903545,-3.4681930703174975,C
-0.8684757605235868,-3.6105704422172975,C
6.041219452061787,0.3180770470331754,A
3.95719550159155,-0.7843546843676259,A
-1.768800848949907,0.2429935831718448,C
-2.1862403780591984,-0.957873367757807,C
-2.4439685061867715,-2.3818387089853053,C
-1.6306574866924772,-2.8001606274700315,C
6.7804851861092414,0.13279675406829458,A
-1.1512770534544678,-2.32041262879813,C
4.111014956132056,-0.40054949892173874,A
3.656658140189356,-0.9815134503120654,A
-0.9647071363513223,-0.9014612249501996,C
5.068594939115526,0.4057502502106006,A
0.0370549478900971,-2.925845664697638,C
-1.139634824983451,-0.41172971603414804,C
-2.9094166522318123,-0.8112035611615673,B
-2.5698183598613107,2.2941023593970424,B
-1.5757158175181032,-1.3779379031859367,C
-2.2774774595887712,0.6266922687343595,B
-2.5426301980845847,-3.0510072288975176,C
-1.2647826943107658,-2.308562675462545,C
-3.026740301546587,0.6253149547528524,B
-1.9512088248289592,0.6622814574704124,B
-3.5390786729330843,3.2389078981345163,B
6.7804851861092414,0.13279675406829458,A
-2.969734261164049,1.2254160609759348,B
-2.4559171020311066,0.47501529033396234,B
-0.8942617328033394,-1.8886678470398095,C
-2.5179023621643237,1.6839140290407892,B
-2.2892153945315163,-1.4905343439209262,C
5.065807026909865,0.34406133025589436,A
-0.07659632681490881,1.3157983004606193,B
6.638948932662765,0.8705371057187219,A
-2.8231265318376413,0.29960869709212706,B
5.742922024243308,1.0811513924567488,A
-1.435323218922096,-1.0393301670171256,C
-2.9284321012021093,-0.7497426929606525,C
-1.644179393530588,1.5322961887413995,B
-1.6881271004245701,-1.8400095962270635,C
-2.1301330780794063,0.2682453857212309,B
-0.6865475616440173,-2.262915381498126,C
-2.28579105754704,2.429144387430927,B
1.9184007418455626,0.771415659737895,A
6.771149138634197,0.18389784241588153,A
-3.648352670877498,-0.9012735793114185,B
-1.506254222223029,-1.3944286702474797,C
6.564270262330198,0.22056726409791022,A
5.55806389897395,-0.07092412721423186,A
-0.757935579578853,-2.483689299023934,C
-1.1323277953192894,1.544806100683478,B
6.995301361851223,0.40585580578313846,A
-2.9388182479866773,1.9102838907729092,B
-2.2940840949157275,1.9410165351496498,B
-2.344766792027089,2.0465237489034207,B
4.398925968983553,-0.8811433057961924,A
-1.2811370999533278,1.0423679914077748,B
-2.2580871494489307,2.0285042069359496,B
-1.8127487768342403,1.5676077039504965,B
-3.435982448721674,1.9713013265454244,B
6.563227099673783,0.21301818064395955,A
-1.1989687200495527,-3.1611930154281387,C
-1.6722706970794299,-2.315350866040263,C
-0.6310727252823216,2.0361119930153455,B
-0.37535199805346736,-2.8527978130317786,C
-2.7572286170045586,1.4057151945238375,B
-2.1864445701898103,-0.8524197645553412,C
-1.540652740161074,1.864394839390536,B
7.452605445163926,0.5122097482824721,A
-2.0855730490089046,-2.422360164501453,C
5.384672808927804,0.14180661674689893,A
6.042863773951105,0.7692327296081769,A
0.02856749570691834,-2.852322629612397,C
-1.6698414737725904,-2.6991516527337063,C
-1.4853330815038053,0.8026766068710925,B
-2.67632498380045,1.0775426024866896,B
-1.9145250217964491,2.5231387651219723,B
6.612827734234514,0.46131375215545434,A
-2.083015648494915,1.3511961362770153,B
6.3299911477164645,-0.37461539702954677,A
-2.0257690146077945,2.573633409766269,B
5.602917318065877,0.46790136814570304,A
-1.9832466565730844,-0.6101521371283989,C
-3.7926951533132542,0.28855844228813143,B
4.793509249328084,0.690143933924256,A
-2.9332592154220154,0.40852685097402075,B
-1.269871098088007,2.1121098615554175,B
-2.5784181858262563,3.7907618852912592,B
-1.944843893575981,2.3550886725017963,B
-1.7067118434421054,-3.195261189263772,C
5.166851883258863,0.31666444056901877,A
5.591635777093441,0.8083747936062995,A
-1.6926467591785468,0.2209023417611845,B
